,"Release Type 
(Album, Single, EP)","Release  Title 
(Album title, Single title, EP title)","Main Artist 
",Featured Artist,"Track Title 
",UPC,"ISRC 
",Track Link,Genre,Sub Genre,"What is the basis of your claim?/Claim Type
(Sound Recording, Composition, Both)
","Role
(Composer, Writer, Author, Composer/Author)
","Percentage Claim Share
(Composition and/or Masters)","Recording Version, if applicable 
 (Ex., ""live"", ""dance remix"", etc)",Featured Instrument,Producer(s),"Recording Year
(MM/DD/YYYY)",Country of Recording,Writer(s) ,Composer(s) ,Publisher(s),Copyright Name,Copyright Year,"Release Date
(MM/DD/YYYY)",Country of Release ,Mood,Tags,Lyrics,Audio Language,"Explicit Content
(Y/N)","Release Label 
","Release Description
"
,ALBUM,Jiji Mo Ji,Boluwaduro,,Ope Lo Ye,,ZA56E1300182,https://open.spotify.com/track/3p9KYuWyfJ9XYsQGLijJ5x?si=c2a2326e3f2b4e15,WORLD,Christian & Gospel,Both,,,,,,,Nigeria,,,,Remdel Optimum Communications,2009,,,,,,YO,,,
,ALBUM,Jiji Mo Ji,Boluwaduro,,Ese Oluwa,,ZA56E1300183,https://open.spotify.com/track/4wDbjNqKeYMZRrQBb9vyQa?si=2299a67342a14cf7,WORLD,Christian & Gospel,Both,,,,,,,Nigeria,,,,Remdel Optimum Communications,2009,,,,,,YO,,,
,ALBUM,Jiji Mo Ji,Boluwaduro,,Pa Mi Lerin,,ZA56E1300184,https://open.spotify.com/track/5nk3qdEojZEplDirDvxJ1k?si=2d42d2736af44bc1,WORLD,Christian & Gospel,Both,,,,,,,Nigeria,,,,Remdel Optimum Communications,2009,,,,,,YO,,,
,ALBUM,Jiji Mo Ji,Boluwaduro,,Praise Medley,,ZA56E1300185,https://open.spotify.com/track/21m56ppvbeDbZxOrrm0TDO?si=befba840c3d449d8,WORLD,Christian & Gospel,Both,,,,,,,Nigeria,,,,Remdel Optimum Communications,2009,,,,,,YO,,,
,ALBUM,Jiji Mo Ji,Boluwaduro,,Ko Seni To To O,,ZA56E1300186,https://open.spotify.com/track/3b6RX6PFTC1OFlNdbXnwPd?si=21e5cdb5ee2041ff,WORLD,Christian & Gospel,Both,,,,,,,Nigeria,,,,Remdel Optimum Communications,2009,,,,,,YO,,,
,SINGLE,SHISHI,BUDDIE BANGEST ,Chinko Ekun | Emtee,SHISHI,5.06E+12,GBLFP2041999,https://open.spotify.com/track/4ku4OGCusWGQGyq1ObX8dR?si=b1916dc3caa04091,HIP_HOP_RAP,Hip-hop,Both,,,,,,,,,,,Rich Tug Gang,2021,,,,,,EN,,,
,ALBUM,Eku Odun,Chief Dr. Sikiru Ayinde Barrister (MFR),,Eku Odun,8.88E+11,USCHR1374565,https://open.spotify.com/track/15X7BgdWWgXtKMKVQWmgma?si=42efe0f156c94d0f,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1983,,,,,,YO,,,
,ALBUM,Eku Odun,Chief Dr. Sikiru Ayinde Barrister (MFR),,Inu Bibi Maya Lodo Mi,8.88E+11,USCHR1374566,https://open.spotify.com/track/2FibXgUnKjKY2gKLSmY0ME?si=7ca6154725da429b,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1983,,,,,,YO,,,
,ALBUM,Eku Odun,Chief Dr. Sikiru Ayinde Barrister (MFR),,Alhaji Olansile Shafawu,8.88E+11,USCHR1374567,https://open.spotify.com/track/1EcwwhNwt9y3x2KFEpiWtg?si=181ab91d464d41e3,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1983,,,,,,YO,,,
,ALBUM,Reality,Chief Dr. Sikiru Ayinde Barrister (MFR),,Oba Akiolu,8.88E+11,USCHR1373990,https://open.spotify.com/track/4NRcWoe2jb1BEzxRUzWY5F?si=79844f07c7284507,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,2008,,,,,,YO,,,
,ALBUM,Reality,Chief Dr. Sikiru Ayinde Barrister (MFR),,Cash Madam,8.88E+11,USCHR1373991,https://open.spotify.com/track/0DcGHximZEsqioouwfKIFf?si=e58a76f5086d4928,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,2008,,,,,,YO,,,
,ALBUM,Fuji Explosion,Chief Dr. Sikiru Ayinde Barrister (MFR),,Fuji Explosion Medley,8.88E+11,USCHR1374623,https://open.spotify.com/track/2VxYHChpQc8R9oOU6p4mFl?si=77f8d1f7da114d24,WORLD,African,Both,,,,,,,,,,,Barry Black Music Co. Ltd,1992,,,,,,YO,,,
,ALBUM,Fuji Explosion,Chief Dr. Sikiru Ayinde Barrister (MFR),,Orin Sipo O Medley,8.88E+11,USCHR1374624,https://open.spotify.com/track/3lpzFJk3rzzxIxPwm9s3yZ?si=d6202c41e7e84be9,WORLD,African,Both,,,,,,,,,,,Barry Black Music Co. Ltd,1992,,,,,,YO,,,
,ALBUM,Dimensional Fuji,Chief Dr. Sikiru Ayinde Barrister (MFR),,Dimension Fuji,8.88E+11,USCHR1374541,https://open.spotify.com/track/2jxA6HlrCLj2Z9oyV0TDUx?si=63cc7397d9fc4262,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1993,,,,,,YO,,,
,ALBUM,Dimensional Fuji,Chief Dr. Sikiru Ayinde Barrister (MFR),,Aare Bolajoko Kadiri,8.88E+11,USCHR1374542,https://open.spotify.com/track/4iD69USeQeEo2inJ1tRG5x?si=c332e2cf9b7a42e3,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1993,,,,,,YO,,,
,ALBUM,Dimensional Fuji,Chief Dr. Sikiru Ayinde Barrister (MFR),,Barry Wonder Fuji,8.88E+11,USCHR1374543,https://open.spotify.com/track/4q1A089rvrjHqvMYsdgrc3?si=9c804fc04c3346a3,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1993,,,,,,YO,,,
,ALBUM,Dimensional Fuji,Chief Dr. Sikiru Ayinde Barrister (MFR),,Chief Kunle Badmus,8.88E+11,USCHR1374544,https://open.spotify.com/track/4uW5BbKHgTugRHawMd2H1s?si=88751517b6714159,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1993,,,,,,YO,,,
,ALBUM,America Special,Chief Dr. Sikiru Ayinde Barrister (MFR),,B'oti W'oluwa Oba Medley,8.88E+11,USCHR1374679,https://open.spotify.com/track/40PUeiLHnFbf59HEKZ3c7I?si=48ce722d34d44c49,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1986,,,,,,YO,,,
,ALBUM,America Special,Chief Dr. Sikiru Ayinde Barrister (MFR),,Eku Ewu Odun Medley,8.88E+11,USCHR1374680,https://open.spotify.com/track/0LE6Vq60Ur4pVscfTOBAWz?si=07b99813305943f5,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1986,,,,,,YO,,,
,ALBUM,America Special,Chief Dr. Sikiru Ayinde Barrister (MFR),,America Special Medley,8.88E+11,USCHR1374681,https://open.spotify.com/track/0VjqCayeFRRyFTiBv1LsdP?si=97309ca8e8da43aa,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1986,,,,,,YO,,,
,ALBUM,Destiny,Chief Dr. Sikiru Ayinde Barrister (MFR),,Oruko Olorun Medley,8.88E+11,USCHR1375281,https://open.spotify.com/track/0z33WgxAOZLZGDFga8pMb4?si=b3b694a7255a49b9,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1985,,,,,,YO,,,
,ALBUM,Destiny,Chief Dr. Sikiru Ayinde Barrister (MFR),,Oluye Medley,8.88E+11,USCHR1375282,https://open.spotify.com/track/4FGkCVulsDEgQrmrnvY3ME?si=a8aa10598e294e39,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1985,,,,,,YO,,,
,ALBUM,Oke Agba,Chief Dr. Sikiru Ayinde Barrister (MFR),,Oke Agba,8.88E+11,USCHR1374197,https://open.spotify.com/track/0T5f07rX6B7GzxGrc9dk7f?si=10ea0dcc5a844d43,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1980,,,,,,YO,,,
,ALBUM,Oke Agba,Chief Dr. Sikiru Ayinde Barrister (MFR),,Salubata Ni Mo Wo,8.88E+11,USCHR1374198,https://open.spotify.com/track/2ffXrtUzB9e8rY1FKUvAnU?si=17cb83bd24b140ea,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1980,,,,,,YO,,,
,ALBUM,Oke Agba,Chief Dr. Sikiru Ayinde Barrister (MFR),,Kinni Gbegede,8.88E+11,USCHR1374199,https://open.spotify.com/track/3BzfC96Pt2He988nHpZKzP?si=ff0e17bb90824cbc,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1980,,,,,,YO,,,
,ALBUM,Oke Agba,Chief Dr. Sikiru Ayinde Barrister (MFR),,Eku Alale,8.88E+11,USCHR1374200,https://open.spotify.com/track/1ZQCHZBptSBv5dS1ddO21y?si=3e710d72fa094b21,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1980,,,,,,YO,,,
,ALBUM,Oke Agba,Chief Dr. Sikiru Ayinde Barrister (MFR),,Aderayo Ajoke,8.88E+11,USCHR1374201,https://open.spotify.com/track/0Kpw9X7CazrgDTwCWtF8xx?si=c1fcc7b561664cae,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1980,,,,,,YO,,,
,ALBUM,Aiye,Chief Dr. Sikiru Ayinde Barrister (MFR),,Aiye Medley,8.88E+11,USCHR1374665,https://open.spotify.com/track/16TYSVh72q9gazxGZoIr7G?si=9dcb92e650c84219,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1980,,,,,,YO,,,
,ALBUM,Aiye,Chief Dr. Sikiru Ayinde Barrister (MFR),,Apala Fuji System Medley,8.88E+11,USCHR1374666,https://open.spotify.com/track/2jIbQUBzcBWznqguvuhSJn?si=216c7a51afc3423c,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1980,,,,,,YO,,,
,ALBUM,Ile Aye Ogun,Chief Dr. Sikiru Ayinde Barrister (MFR),,Subuanalahi Medley,8.88E+11,USCHR1374469,https://open.spotify.com/track/0U3QfID8vl9bneZXVIUkFg?si=f42ad6d95c834e51,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1987,,,,,,YO,,,
,ALBUM,Ile Aye Ogun,Chief Dr. Sikiru Ayinde Barrister (MFR),,Leso Leso Lorin Wa Medley,8.88E+11,USCHR1374470,https://open.spotify.com/track/455BWHsM707gl3iHhgVokg?si=0bd46f5edcd64e1f,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1987,,,,,,YO,,,
,ALBUM,Fuji Vibration '84 '85,Chief Dr. Sikiru Ayinde Barrister (MFR),,Eda Mi Medley,8.88E+11,USCHR1374388,https://open.spotify.com/track/1XVnf7WtQxw3ftku2EYrO1?si=2759cd280b4d4cff,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1984,,,,,,YO,,,
,ALBUM,Fuji Vibration '84 '85,Chief Dr. Sikiru Ayinde Barrister (MFR),,"Oke Agba, Medley",8.88E+11,USCHR1374389,https://open.spotify.com/track/1cYrCYcNqwBK64UpwwJbQ4?si=f380060a27894e97,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1984,,,,,,YO,,,
,ALBUM,Omo Nigeria,Chief Dr. Sikiru Ayinde Barrister (MFR),,Omo Nigeria Medley,8.88E+11,USCHR1374222,https://open.spotify.com/track/3pvMkVnRRHGDjktePrT1k1?si=38e26996d33f43be,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1977,,,,,,YO,,,
,ALBUM,Omo Nigeria,Chief Dr. Sikiru Ayinde Barrister (MFR),,Omo Special Medley,8.88E+11,USCHR1374223,https://open.spotify.com/track/1Vf51jNWFePREJcNtDhTDu?si=85e7c036300f4721,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1977,,,,,,YO,,,
,ALBUM,Ijo Olomo,Chief Dr. Sikiru Ayinde Barrister (MFR),,Ijo Olomo Medley,8.88E+11,USCHR1374465,https://open.spotify.com/track/3Ly0qqR6ZFGGDoKFmEH2vo?si=6c691586d5f341ae,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1983,,,,,,YO,,,
,ALBUM,Ijo Olomo,Chief Dr. Sikiru Ayinde Barrister (MFR),,Oba Oke Ma Fi Ina Jo Gbogbo Wa Medley,8.88E+11,USCHR1374466,https://open.spotify.com/track/0lH43wv5l5Jr4xQhLJP4Wl?si=81c1cd2e196c4388,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1983,,,,,,YO,,,
,ALBUM,Controversy Precision,Chief Dr. Sikiru Ayinde Barrister (MFR),,Controversy,8.88E+11,USCHR1375276,https://open.spotify.com/track/03HPDsH1MEQJcsolWqIA27?si=fd7e62d052c34038,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,2005,,,,,,YO,,,
,ALBUM,Controversy Precision,Chief Dr. Sikiru Ayinde Barrister (MFR),,Precision,8.88E+11,USCHR1375277,https://open.spotify.com/track/5jhHkpEuegct8olCL22bdi?si=6d9e9a0c0f464c6d,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,2005,,,,,,YO,,,
,ALBUM,Controversy Precision,Chief Dr. Sikiru Ayinde Barrister (MFR),,Ope Ni Won,8.88E+11,USCHR1375278,https://open.spotify.com/track/6JrNqRRvF4pDdMrvLEsDii?si=0969acb5316a4005,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,2005,,,,,,YO,,,
,ALBUM,Controversy Precision,Chief Dr. Sikiru Ayinde Barrister (MFR),,Ela Loro,8.88E+11,USCHR1375279,https://open.spotify.com/track/1aMbPNhkwtPtXinV2XqOcR?si=8fb6a1ac857a4fbb,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,2005,,,,,,YO,,,
,ALBUM,Controversy Precision,Chief Dr. Sikiru Ayinde Barrister (MFR),,Fuji Creator,8.88E+11,USCHR1375280,https://open.spotify.com/track/3WCYW5AOa8mxc1wmAMZ2MS?si=dfba5b477b8548b3,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,2005,,,,,,YO,,,
,ALBUM,Okiki,Chief Dr. Sikiru Ayinde Barrister (MFR),,Okiki Ti Mo Ni Medley,8.88E+11,USCHR1374204,https://open.spotify.com/track/34F7X6L1p3gPiW18svvM1w?si=86df350319a74028,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1986,,,,,,YO,,,
,ALBUM,Okiki,Chief Dr. Sikiru Ayinde Barrister (MFR),,Oloburoyo Medley,8.88E+11,USCHR1374205,https://open.spotify.com/track/7oR54efQQt8IEBVibThupC?si=ed838317aaba4491,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1986,,,,,,YO,,,
,ALBUM,Mr Fuji,Chief Dr. Sikiru Ayinde Barrister (MFR),,Mr Fuji,8.87E+11,USA561261523,https://open.spotify.com/track/1OdoTlHpt9DtVLM0mZeF25?si=f45c23f608ee4ad3,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1998,,,,,,YO,,,
,ALBUM,Appreciation,Chief Dr. Sikiru Ayinde Barrister (MFR),,Adupe Atopeda Medley,8.88E+11,USCHR1374701,https://open.spotify.com/track/4ZfG0MsYFpuENCBe1SdLGm?si=02356d1fb5ce4034,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1984,,,,,,YO,,,
,ALBUM,Appreciation,Chief Dr. Sikiru Ayinde Barrister (MFR),,Bewe Banje Medley,8.88E+11,USCHR1374702,https://open.spotify.com/track/1CBengy1LRYmKkwGUbVWPh?si=1d03a7a8ff5f478e,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1984,,,,,,YO,,,
,ALBUM,Orimi Ewoninse,Chief Dr. Sikiru Ayinde Barrister (MFR),,Orimi Ewoninse Medley,8.88E+11,USV291386915,https://open.spotify.com/track/0l4AiES8uR2uJg5mSX7hn5?si=f528f8de595740a6,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1975,,,,,,YO,,,
,ALBUM,Orimi Ewoninse,Chief Dr. Sikiru Ayinde Barrister (MFR),,Barrister System Medley,8.88E+11,USV291386916,https://open.spotify.com/track/4unxOlCY14KrYIZchZKyUG?si=695f8902e52648dc,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1975,,,,,,YO,,,
,ALBUM,Barry Special,Chief Dr. Sikiru Ayinde Barrister (MFR),,Mo Tun Gbopon Nla De Medley,8.88E+11,USCHR1374725,https://open.spotify.com/track/2JPPrEOzgJrke7wmfbbEFs?si=f430357833ad4ac8,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1983,,,,,,YO,,,
,ALBUM,Barry Special,Chief Dr. Sikiru Ayinde Barrister (MFR),,Ire Ti Wa Ni Medley,8.88E+11,USCHR1374726,https://open.spotify.com/track/5q4RU5SLDQVt1tFekuewva?si=829572a24172417d,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1983,,,,,,YO,,,
,ALBUM,Ise Loogun Ise,Chief Dr. Sikiru Ayinde Barrister (MFR),,Ise Loogun Ise Medley,8.88E+11,USCHR1374482,https://open.spotify.com/track/5hNS5sejI7oNeQxG1OCWsn?si=6df104adbfb7487e,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1982,,,,,,YO,,,
,ALBUM,Ise Loogun Ise,Chief Dr. Sikiru Ayinde Barrister (MFR),,A Teti E Gborin Lenu Wa,8.88E+11,USCHR1374483,https://open.spotify.com/track/4JQckXkU77r53ENO5IlcO2?si=28bffabdf6fd4fc6,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1982,,,,,,YO,,,
,ALBUM,Thank You From Governor Tinubu,Chief Dr. Sikiru Ayinde Barrister (MFR),,Thank You from Governor Tinubu,8.88E+11,USCHR1374075,https://open.spotify.com/track/1wcuh59un56emRGKAh5FIc?si=1c06de6978514ea2,WORLD,African,Both,,,,,,,,,,,Barry Black Music Co. Ltd,2013,,,,,,YO,,,
,ALBUM,Thank You From Governor Tinubu,Chief Dr. Sikiru Ayinde Barrister (MFR),,Governor Tinubu Medley,8.88E+11,USCHR1374076,https://open.spotify.com/track/4brnWopZf1Tzr9AzYVzPmx?si=fe62e8135e0a4249,WORLD,African,Both,,,,,,,,,,,Barry Black Music Co. Ltd,2013,,,,,,YO,,,
,ALBUM,Maturity,Chief Dr. Sikiru Ayinde Barrister (MFR),,Late Chief Obafemi Awolowo,8.88E+11,USCHR1374298,https://open.spotify.com/track/0zAeaxoECGrUkx4FGwfxS0?si=fb618e18e6224dc1,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1987,,,,,,YO,,,
,ALBUM,Maturity,Chief Dr. Sikiru Ayinde Barrister (MFR),,Maturity,8.88E+11,USCHR1374299,https://open.spotify.com/track/0yOmqhG71cIgOpvofr0En5?si=0205ac99e9cd4090,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1987,,,,,,YO,,,
,ALBUM,Democracy,Chief Dr. Sikiru Ayinde Barrister (MFR),,Democracy Medley,8.88E+11,USCHR1374532,https://open.spotify.com/track/6i0UNsln9JLqFCpsBD8Zg6?si=f17f3934638c4c50,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1992,,,,,,YO,,,
,ALBUM,Democracy,Chief Dr. Sikiru Ayinde Barrister (MFR),,Late Aare Raheem Medley,8.88E+11,USCHR1374533,https://open.spotify.com/track/7AUfRGr8UoyVidCkfoxROM?si=8da75996e12a490f,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1992,,,,,,YO,,,
,ALBUM,Democracy,Chief Dr. Sikiru Ayinde Barrister (MFR),,Late Alhaja Mulikat Medley,8.88E+11,USCHR1374534,https://open.spotify.com/track/6nhcULufmVzXT5WQUyncFx?si=d795cb962451487a,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1992,,,,,,YO,,,
,ALBUM,Military,Chief Dr. Sikiru Ayinde Barrister (MFR),,Military Medley,8.88E+11,USCHR1374323,https://open.spotify.com/track/3xUzx9E89yAllHcbKJ0Qff?si=035b313d9b11479f,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1984,,,,,,YO,,,
,ALBUM,Military,Chief Dr. Sikiru Ayinde Barrister (MFR),,Alhaji Jide Okunnu Medley,8.88E+11,USCHR1374324,https://open.spotify.com/track/5uY84LEYOnV7HbFSW6OqMW?si=bba8f22425354797,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1984,,,,,,YO,,,
,ALBUM,Iwa,Chief Dr. Sikiru Ayinde Barrister (MFR),,Iwa Medley,8.88E+11,USCHR1374486,https://open.spotify.com/track/1hPyJz4jlnO1r0iRgex1xq?si=1024cb26424d4c65,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1982,,,,,,YO,,,
,ALBUM,Iwa,Chief Dr. Sikiru Ayinde Barrister (MFR),,Olabisi Ajala Medley,8.88E+11,USCHR1374487,https://open.spotify.com/track/2QoMpioYACpzE6sSbCN8Q5?si=2f85d6cd33094ac0,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1982,,,,,,YO,,,
,ALBUM,Precious Mum,Chief Dr. Sikiru Ayinde Barrister (MFR),,Precious Mum,8.88E+11,USCHR1373976,https://open.spotify.com/track/7oHDh4v1lYHzZZsvMvoCPH?si=2107906e94f84e41,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,2002,,,,,,YO,,,
,ALBUM,Precious Mum,Chief Dr. Sikiru Ayinde Barrister (MFR),,Late Alhaja Shifau Odee,8.88E+11,USCHR1373977,https://open.spotify.com/track/49B17TiKGZif16aAOWl74c?si=dfbd4a15bbe34e59,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,2002,,,,,,YO,,,
,ALBUM,Precious Mum,Chief Dr. Sikiru Ayinde Barrister (MFR),,Gov Bola Tinubu,8.88E+11,USCHR1373978,https://open.spotify.com/track/75wiyLQpyWNP1dqq9kfYSm?si=459475eb75024c9d,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,2002,,,,,,YO,,,
,ALBUM,Precious Mum,Chief Dr. Sikiru Ayinde Barrister (MFR),,Gov Lam-Adeshina,8.88E+11,USCHR1373979,https://open.spotify.com/track/1mqo0OH1DmLqSRU0QY4iTc?si=15b0b7f3d6cc4792,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,2002,,,,,,YO,,,
,ALBUM,Precious Mum,Chief Dr. Sikiru Ayinde Barrister (MFR),,Gov Segun Osoba,8.88E+11,USCHR1373980,https://open.spotify.com/track/5rE3NMzL7aXTSyGNXemget?si=be62135745724cc0,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,2002,,,,,,YO,,,
,ALBUM,Precious Mum,Chief Dr. Sikiru Ayinde Barrister (MFR),,Gov Adeniyi Adebayo Aare,8.88E+11,USCHR1373981,https://open.spotify.com/track/7tW0ofyngpApbAYvxYiT1R?si=56b4d9266b5348cf,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,2002,,,,,,YO,,,
,ALBUM,Nigeria,Chief Dr. Sikiru Ayinde Barrister (MFR),,Oluwa Lo Lowo Medley,8.88E+11,USCHR1374146,https://open.spotify.com/track/1FFdy4l33IPkbv0x7Whp5M?si=8fbe9b8caa8e46a5,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1989,,,,,,YO,,,
,ALBUM,Nigeria,Chief Dr. Sikiru Ayinde Barrister (MFR),,Ki Keke Pa Rere Medley,8.88E+11,USCHR1374147,https://open.spotify.com/track/5sabr9QoW5gLIkWEh5jIk5?si=702c6ccc77fa4ae0,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1989,,,,,,YO,,,
,ALBUM,Prophecy,Chief Dr. Sikiru Ayinde Barrister (MFR),,Prophecy Medley,8.88E+11,USCHR1373986,https://open.spotify.com/track/3E1sHSp3SawTyXYwv9sKJm?si=8b69260995fd428c,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1998,,,,,,YO,,,
,ALBUM,Prophecy,Chief Dr. Sikiru Ayinde Barrister (MFR),,The Emir of Ilorin Medley,8.88E+11,USCHR1373987,https://open.spotify.com/track/1N3ZzqflQfVvDVwakrxQJN?si=3888fff70f614895,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1998,,,,,,YO,,,
,EP,Fuji Missle,Chief Dr. Sikiru Ayinde Barrister (MFR),,Won Nbuwa,8.88E+11,USCHR1374370,https://open.spotify.com/track/2NsmPpZcvUT6iPdrFcRfTB?si=b60cb3ddbb1e4af9,WORLD,African,Both,,,,,,,,,,,Barry Black Music Co. Ltd,1988,,,,,,YO,,,
,EP,Fuji Missle,Chief Dr. Sikiru Ayinde Barrister (MFR),,Paragon Fuji,8.88E+11,USCHR1374371,https://open.spotify.com/track/5k5UZ8kfPSevddER5oniAo?si=9a0999ee7ea345f4,WORLD,African,Both,,,,,,,,,,,Barry Black Music Co. Ltd,1988,,,,,,YO,,,
,EP,Fuji Missle,Chief Dr. Sikiru Ayinde Barrister (MFR),,Assalamun Alaekun,8.88E+11,USCHR1374372,https://open.spotify.com/track/6QzqwXBIFslZ6NvNm6Xar7?si=259c6595b9e64f8d,WORLD,African,Both,,,,,,,,,,,Barry Black Music Co. Ltd,1988,,,,,,YO,,,
,EP,Fuji Missle,Chief Dr. Sikiru Ayinde Barrister (MFR),,Okete Lu Waya,8.88E+11,USCHR1374373,https://open.spotify.com/track/3rS845W1Np0Nwkhrx2LK88?si=af1cbe0823e742b7,WORLD,African,Both,,,,,,,,,,,Barry Black Music Co. Ltd,1988,,,,,,YO,,,
,ALBUM,Ija Pari,Chief Dr. Sikiru Ayinde Barrister (MFR),,Ija Pari Ni Mecca,8.88E+11,USCHR1374455,https://open.spotify.com/track/736TAlaV6laIiuBf9VMdyu?si=3fe2aa8e72a449f0,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1978,,,,,,YO,,,
,ALBUM,Ija Pari,Chief Dr. Sikiru Ayinde Barrister (MFR),,Alikareem Yakubali,8.88E+11,USCHR1374456,https://open.spotify.com/track/6eIcCjUSnwh7ZWwHtwqgAA?si=f642e50280e84ed2,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1978,,,,,,YO,,,
,ALBUM,Ija Pari,Chief Dr. Sikiru Ayinde Barrister (MFR),,Won Yosi,8.88E+11,USCHR1374457,https://open.spotify.com/track/6D9phkDJjQDuYPJkuS5hNz?si=beaa8c9f63b74f12,WORLD,African,Both,,,,,,,Nigeria,,,,Barry Black Music Co. Ltd,1978,,,,,,YO,,,
